SCREEN_ID,SOURCE_ID,SOURCE_TYPE,AUTHOR,SCREEN_NAME,SCORES_SIZE,FULL_SIZE,FULL_SIZE_AVAILABLE,NUMBER_OF_HITS,ANALYSIS,SIGNIFICANCE_INDICATOR,SIGNIFICANCE_CRITERIA,THROUGHPUT,SCREEN_TYPE,SCREEN_FORMAT,EXPERIMENTAL_SETUP,DURATION,CONDITION_NAME,CONDITION_DOSAGE,MOI,LIBRARY,LIBRARY_TYPE,LIBRARY_METHODOLOGY,ENZYME,CELL_LINE,CELL_TYPE,PHENOTYPE,SCORE_COL_COUNT,SCORE.1_TYPE,SCORE.2_TYPE,SCORE.3_TYPE,SCORE.4_TYPE,SCORE.5_TYPE,ORGANISM_ID,ORGANISM_OFFICIAL,NOTES,SOURCE,SCREEN_RATIONALE,CELL_TYPE_BROAD
159,28474669,pubmed,Morgens DW (2017),1-PMID28474669,20533,20533,Yes,2264,CasTLE,Column Significance,NA,High Throughput,Negative Selection,Pool,Timecourse,14 Days,NA,NA,NA,Bassik Human CRISPR Knockout Library,CRISPRn,Knockout,Cas9,U-937,Lymphoma Cell Line,cell proliferation,2,CasTLE Score,p-Value,NA,NA,NA,9606,H. sapiens,authors used a cut-off of FDR<= 10% to determine significance,BioGRID ORCS,Cell-essential genes,Lymphoid
179,29083409,pubmed,Meyers RM (2017),1-PMID29083409,17670,17670,Yes,1966,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,143B,Osteosarcoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Bone
180,29083409,pubmed,Meyers RM (2017),2-PMID29083409,17670,17670,Yes,2060,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,5637,Urinary Bladder Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Urinary
181,29083409,pubmed,Meyers RM (2017),3-PMID29083409,17670,17670,Yes,1919,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,8305C,Anaplastic Thyroid Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Thyroid / Glandular
184,29083409,pubmed,Meyers RM (2017),4-PMID29083409,17670,17670,Yes,1978,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,A2058,Melanoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Skin / Epithelium
185,29083409,pubmed,Meyers RM (2017),5-PMID29083409,17670,17670,Yes,2078,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,A2780,Ovarian Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Ovary
186,29083409,pubmed,Meyers RM (2017),6-PMID29083409,17670,17670,Yes,1943,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,A549,Lung Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Lung
187,29083409,pubmed,Meyers RM (2017),7-PMID29083409,17670,17670,Yes,1998,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,AGS,Gastric Adenocarcinoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Gastrointestinal / Glandular
188,29083409,pubmed,Meyers RM (2017),8-PMID29083409,17670,17670,Yes,1905,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,AU-565,Breast Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Breast
189,29083409,pubmed,Meyers RM (2017),9-PMID29083409,17670,17670,Yes,1841,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,BHY,Oral Squamous Cell Carcinoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Oral / Squamous
190,29083409,pubmed,Meyers RM (2017),10-PMID29083409,17670,17670,Yes,1989,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,CAL-27,Tongue Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Oral
191,29083409,pubmed,Meyers RM (2017),11-PMID29083409,17670,17670,Yes,1677,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,CAOV-3,Ovarian Cancer Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Ovary
192,29083409,pubmed,Meyers RM (2017),12-PMID29083409,17670,17670,Yes,2188,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,YKG1 (RCB2110),Glioblastoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Nervous
194,29083409,pubmed,Meyers RM (2017),14-PMID29083409,17670,17670,Yes,1984,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,WM-793,Melanoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Skin / Epithelium
195,29083409,pubmed,Meyers RM (2017),15-PMID29083409,17670,17670,Yes,2086,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,WM-266-4,Melanoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Skin / Epithelium
196,29083409,pubmed,Meyers RM (2017),16-PMID29083409,17670,17670,Yes,1583,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,WM-115,Melanoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Skin / Epithelium
197,29083409,pubmed,Meyers RM (2017),17-PMID29083409,17670,17670,Yes,1912,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,UACC-62,Melanoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Skin / Epithelium
198,29083409,pubmed,Meyers RM (2017),18-PMID29083409,17670,17670,Yes,1758,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,UACC-257,Melanoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Skin / Epithelium
199,29083409,pubmed,Meyers RM (2017),19-PMID29083409,17670,17670,Yes,2376,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,U-937,Lymphoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Lymphoid
200,29083409,pubmed,Meyers RM (2017),20-PMID29083409,17670,17670,Yes,1558,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,U-87MG,Glioblastoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Nervous
201,29083409,pubmed,Meyers RM (2017),21-PMID29083409,17670,17670,Yes,1948,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,U-343 MG-A,Glioma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Nervous
202,29083409,pubmed,Meyers RM (2017),22-PMID29083409,17670,17670,Yes,2112,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,U2-OS,Osteosarcoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Bone
203,29083409,pubmed,Meyers RM (2017),23-PMID29083409,17670,17670,Yes,1987,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,U-251 MG,Glioma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Nervous
204,29083409,pubmed,Meyers RM (2017),24-PMID29083409,17670,17670,Yes,1659,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,TUHR-4TKB,Renal Cell Carcinoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Kidney
205,29083409,pubmed,Meyers RM (2017),25-PMID29083409,17670,17670,Yes,1244,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,TUHR-10TKB,Renal Cell Carcinoma Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Kidney
206,29083409,pubmed,Meyers RM (2017),26-PMID29083409,17670,17670,Yes,1924,CERES,Score Significance,Score.2 (FDR) < 0.05,High Throughput,Negative Selection,Pool,Timecourse,21 Days,NA,NA,< 1,Avana,CRISPRn,Knockout,Cas9,THP-1,Monocytic Leukemia Cell Line,cell proliferation,2,CERES score,FDR,NA,NA,NA,9606,H. sapiens,"To identify gene hits at an FDR < 0.05, ORCS estimated FDRs for the CERES Avana dataset using customized gold-standard positive and negative sets of genes. The custom positive set included genes essential in at least 90% of cell lines in both the CERES Avana dataset (PMID:29083409) and the 10 lines included in Bertomeu et al. (PMID:29038160). The custom negative set included genes essential in zero cell lines from one of the two datasets and in <=10% of the other dataset.",BioGRID ORCS,Cell-essential genes,Myeloid
